cgpa,easySolved,mediumSolved,hardSolved,contestRating,projectsCount,internshipsCount,certifications,branch,semester,communityActivityScore,placed,packageBand
6.49,174,165,35,1281.0,3,0,0,CSE,6,29,True,mid
9.61,124,168,7,1237.0,0,0,2,ECE,6,67,True,mid
6.81,229,91,44,1875.0,7,3,1,CSE,6,20,True,high
8.5,40,80,41,1373.0,5,3,3,MECH,8,90,True,high
7.44,20,141,49,1391.0,0,0,1,CSE,8,9,True,low
8.46,139,70,8,1471.0,1,1,0,CSE,6,86,True,high
7.2,114,178,0,2050.0,4,2,0,ECE,5,32,True,high
7.62,36,64,12,1942.0,1,0,0,CSE,5,74,False,none
7.85,236,51,49,1721.0,4,0,4,CSE,6,82,True,high
6.7,11,29,14,2113.0,7,0,0,EEE,5,74,True,high
8.61,110,184,31,1164.0,5,3,5,CSE,7,3,True,high
7.24,30,98,33,1564.0,3,1,3,CSE,7,22,True,high
7.55,67,157,42,1419.0,4,0,3,CSE,8,68,True,high
6.71,189,97,30,958.0,7,3,4,CSE,5,52,True,high
5.5,29,41,13,1516.0,0,0,3,ECE,6,4,False,none
7.59,264,138,46,1277.0,3,0,3,EEE,8,17,False,none
10.0,326,26,13,1783.0,5,1,1,ECE,6,16,True,high
8.66,47,151,47,1301.0,0,3,0,CSE,5,57,True,high
7.78,157,166,28,1287.0,3,2,5,EEE,5,66,True,high
7.51,34,71,46,1783.0,4,1,5,ECE,8,71,True,high
7.82,130,17,18,1384.0,4,2,1,CSE,7,55,False,none
8.4,35,76,26,1691.0,0,3,5,CSE,8,39,True,high
6.5,178,44,8,1506.0,2,3,1,CSE,5,86,True,high
9.03,332,114,36,1509.0,4,2,5,CSE,7,86,True,high
8.59,234,86,36,1339.0,7,3,3,CSE,7,1,True,high
8.59,10,139,42,1526.0,2,1,2,CSE,6,20,True,high
8.28,316,176,27,1367.0,3,0,0,ECE,8,51,True,high
7.82,270,158,23,1199.0,2,2,2,EEE,7,23,True,high
8.54,22,91,27,1374.0,0,0,3,IT,8,52,True,mid
8.45,57,21,35,1722.0,1,2,4,EEE,8,37,True,high
7.41,322,171,17,1534.0,1,0,1,EEE,6,19,True,high
7.17,300,91,24,1592.0,0,0,5,CSE,7,49,True,mid
7.91,341,191,34,1400.0,6,1,5,CSE,6,38,True,high
9.5,103,76,3,916.0,7,0,3,ECE,7,59,True,high
6.44,270,24,13,1095.0,1,2,5,ECE,7,90,True,high
6.19,287,107,38,1328.0,0,0,3,EEE,7,38,True,mid
7.98,214,178,25,1116.0,4,3,2,MECH,5,70,True,high
7.86,194,134,7,1269.0,2,0,4,CSE,7,32,True,high
7.99,184,108,23,1260.0,1,0,1,CSE,6,28,True,mid
8.07,318,133,15,1267.0,4,3,5,ECE,6,73,True,high
7.55,78,23,19,1759.0,1,3,4,ECE,8,9,True,high
9.44,113,18,14,1387.0,3,2,4,CSE,5,75,True,high
6.04,255,82,6,1634.0,0,3,4,ECE,6,66,True,high
6.89,170,114,16,1441.0,0,3,0,CSE,6,2,True,high
7.69,209,8,21,1754.0,7,2,4,EEE,6,76,True,high
5.99,225,111,21,1655.0,4,2,3,CSE,6,30,True,high
7.61,221,163,11,1252.0,6,0,0,ECE,7,26,True,mid
9.63,25,101,17,1890.0,3,1,0,MECH,7,69,True,high
7.82,341,167,45,1286.0,2,2,4,IT,6,26,True,high
8.05,214,151,46,1450.0,7,3,5,IT,6,98,True,high
6.41,48,47,14,1494.0,3,0,5,ECE,6,8,True,mid
7.12,98,190,36,1522.0,6,3,5,ECE,7,5,True,high
7.39,265,68,15,1599.0,3,2,5,ECE,6,5,True,high
7.45,263,180,4,1211.0,5,1,3,CSE,5,25,True,high
9.21,225,181,1,1578.0,2,0,5,CSE,5,42,True,high
8.41,312,169,27,1545.0,7,2,1,CSE,6,18,True,high
6.58,181,118,40,1400.0,2,2,4,EEE,7,15,True,high
8.07,146,44,26,1353.0,3,3,0,ECE,5,22,True,high
8.35,187,124,30,1198.0,7,1,1,CSE,6,74,True,high
9.05,86,13,40,1520.0,1,2,5,EEE,5,79,True,high
9.54,197,156,35,1235.0,5,3,1,EEE,8,28,True,high
6.68,24,133,46,1459.0,1,0,0,EEE,7,37,True,mid
6.91,301,134,42,1375.0,3,3,5,ECE,6,58,True,high
6.42,328,36,0,1066.0,1,0,1,CSE,6,47,True,low
7.54,334,52,49,1167.0,2,3,3,CSE,8,19,True,high
8.31,223,17,28,1501.0,7,1,3,MECH,5,20,True,high
8.89,217,37,0,1269.0,2,3,4,CSE,8,27,True,high
7.72,178,186,7,1260.0,1,1,4,ECE,6,49,True,mid
7.45,339,128,15,1209.0,7,1,1,ECE,5,32,True,high
7.97,289,195,27,1217.0,2,0,0,IT,7,39,True,mid
6.88,314,43,21,1811.0,0,3,3,ECE,7,89,True,high
10.0,155,46,17,1120.0,2,3,2,ECE,8,53,True,high
6.03,272,34,21,1768.0,3,3,4,CSE,8,9,True,high
8.0,13,59,40,1317.0,4,1,3,IT,6,33,True,high
10.0,99,89,11,1237.0,1,2,5,EEE,7,72,True,high
7.81,69,51,18,1496.0,5,3,1,CSE,8,35,True,high
7.59,320,7,24,1413.0,6,3,3,ECE,7,74,True,high
7.41,25,106,49,1351.0,1,2,3,CSE,6,73,True,high
7.6,236,168,4,1455.0,6,0,1,CSE,6,6,True,high
9.31,38,130,33,1409.0,6,3,4,ECE,6,15,True,high
5.5,160,196,38,1346.0,2,2,4,MECH,8,50,True,high
9.49,254,141,9,1634.0,2,3,2,ECE,6,89,True,high
6.23,279,95,46,1038.0,7,1,2,EEE,6,95,True,high
7.51,88,25,6,1171.0,7,2,4,EEE,8,60,True,high
7.33,298,110,36,1203.0,4,1,4,EEE,5,30,True,high
8.45,162,197,46,1136.0,4,2,4,CSE,7,31,True,high
6.04,286,122,14,1421.0,5,0,4,CSE,8,44,True,high
8.31,288,185,41,1526.0,3,1,3,CSE,6,75,True,high
10.0,66,167,23,909.0,0,3,2,CSE,6,26,True,high
6.3,195,50,25,1281.0,3,2,1,IT,6,21,False,none
8.01,102,122,25,1320.0,7,3,0,MECH,7,14,True,high
7.07,285,4,45,1329.0,5,0,1,CSE,7,7,True,mid
8.27,167,76,25,1079.0,1,2,5,ECE,5,67,True,high
7.82,284,159,9,1322.0,2,0,0,IT,5,7,True,mid
7.09,190,0,16,1172.0,3,2,3,CSE,7,86,True,mid
8.34,86,181,13,1316.0,6,1,5,ECE,6,15,True,high
9.78,160,10,1,970.0,2,3,2,CSE,7,47,True,high
7.59,247,180,47,1318.0,2,1,0,EEE,7,33,True,high
8.59,298,7,12,1220.0,3,1,4,IT,7,85,True,high
6.38,240,152,26,1334.0,3,1,5,CIVIL,8,86,False,none
6.75,27,167,8,1475.0,6,1,3,ECE,5,56,True,high
8.32,82,31,6,1389.0,7,2,0,EEE,5,4,True,high
9.43,198,27,47,1598.0,6,3,4,ECE,7,43,True,high
8.19,26,130,9,1310.0,4,2,5,CSE,5,70,True,high
7.46,28,127,8,1555.0,7,2,3,CSE,7,36,True,high
7.8,228,61,21,1681.0,5,2,5,IT,8,89,True,high
6.42,335,26,22,1468.0,5,1,0,CSE,8,27,True,high
8.46,129,44,6,1395.0,6,0,4,CSE,7,67,True,high
8.77,110,104,47,1504.0,0,1,2,ECE,8,95,True,high
7.3,43,91,8,1477.0,7,2,3,IT,5,37,True,high
7.28,93,24,26,1650.0,6,1,0,EEE,6,45,True,high
8.09,205,188,23,1598.0,4,3,4,EEE,6,72,True,high
7.32,339,43,28,1601.0,0,3,2,ECE,6,99,True,high
7.73,211,173,16,1411.0,3,1,5,EEE,5,25,True,high
10.0,20,141,19,1485.0,5,1,4,EEE,8,74,True,high
7.53,227,135,6,1481.0,5,0,2,IT,7,83,True,high
7.41,262,175,42,1098.0,0,1,0,ECE,7,52,True,high
7.09,231,141,39,1667.0,1,1,4,ECE,5,62,True,high
8.62,89,192,6,983.0,4,0,4,MECH,6,62,True,high
7.6,16,79,27,1578.0,4,1,1,MECH,8,37,True,high
7.09,281,81,18,1467.0,4,1,3,CSE,7,14,True,high
9.25,236,134,19,1329.0,5,1,4,CSE,7,98,True,high
9.36,25,87,43,1498.0,2,1,2,IT,8,8,True,high
7.14,21,176,38,1505.0,5,1,3,ECE,7,96,True,high
5.75,300,126,39,1073.0,2,2,0,ECE,7,74,True,mid
8.91,250,54,6,1754.0,5,1,3,CSE,6,21,True,high
7.05,30,140,5,1418.0,7,0,1,ECE,6,69,False,none
8.67,187,183,24,1979.0,3,1,0,EEE,7,55,True,high
5.63,237,55,40,1597.0,5,2,4,ECE,6,36,True,high
8.78,282,14,12,1412.0,7,0,5,CSE,7,56,True,high
6.47,297,184,38,1227.0,7,0,0,CSE,6,59,True,high
8.6,306,57,39,1372.0,3,1,0,IT,5,84,True,high
7.82,143,162,21,1437.0,7,3,1,CIVIL,6,11,True,high
6.75,292,87,48,1766.0,2,2,2,MECH,6,6,True,high
7.35,162,96,16,1707.0,4,3,0,EEE,8,65,True,high
8.55,75,143,47,1513.0,2,1,2,ECE,6,40,True,high
7.92,146,7,21,1842.0,0,2,3,CIVIL,7,23,True,mid
8.44,101,172,33,896.0,4,3,5,MECH,6,89,True,high
9.97,326,39,7,1516.0,5,2,1,MECH,6,24,True,high
6.08,268,181,48,1714.0,5,1,4,CSE,6,61,True,high
9.58,112,13,44,1537.0,5,2,0,ECE,8,83,True,high
7.91,64,186,17,1067.0,5,1,5,EEE,6,43,True,high
6.81,266,52,23,1747.0,5,3,5,CSE,8,1,True,high
6.34,110,126,41,1590.0,2,2,2,ECE,5,41,True,high
7.59,207,154,1,1486.0,6,0,0,EEE,5,98,True,high
8.81,310,174,1,1422.0,3,1,5,ECE,7,32,True,high
7.66,235,79,26,1898.0,6,2,1,MECH,7,16,True,high
9.46,246,114,13,1511.0,2,0,4,CSE,7,62,True,high
6.2,35,133,47,1340.0,1,0,3,EEE,6,21,True,low
7.79,130,54,38,1197.0,7,0,3,CSE,5,0,True,high
6.42,191,43,11,1589.0,6,0,2,IT,6,93,True,high
8.2,208,17,31,1647.0,2,1,5,CSE,8,69,True,high
8.78,311,15,27,1414.0,7,2,3,MECH,5,53,True,high
7.34,264,11,27,1261.0,4,0,2,ECE,8,13,True,high
5.5,131,147,45,1733.0,5,2,4,CSE,6,99,True,high
8.02,40,44,24,1178.0,2,2,0,ECE,7,96,False,none
8.28,324,191,3,1892.0,6,3,1,IT,5,52,True,high
8.24,294,186,25,1216.0,3,2,4,CSE,6,5,True,high
9.16,115,92,35,1080.0,6,1,4,CSE,5,89,True,high
6.62,233,21,49,1112.0,5,1,3,ECE,5,63,True,high
8.55,282,96,2,1123.0,6,0,3,CSE,8,87,True,high
9.11,241,46,0,1341.0,0,2,1,IT,7,32,True,mid
5.84,265,28,16,1283.0,1,1,0,CSE,7,71,False,none
8.15,33,44,6,1656.0,4,1,4,EEE,5,43,True,high
7.25,118,76,47,1621.0,3,1,5,CSE,8,33,True,high
7.71,200,8,4,1344.0,1,0,3,CSE,6,33,True,low
8.18,34,23,18,2176.0,2,1,4,CSE,8,23,True,high
7.26,196,14,38,1341.0,1,2,0,ECE,5,1,True,mid
7.06,297,163,45,1374.0,5,1,2,ECE,6,7,True,high
7.84,125,12,33,1081.0,5,1,0,CSE,8,24,False,none
6.6,347,90,34,1380.0,0,0,4,MECH,6,93,True,mid
6.61,46,171,48,1474.0,7,2,4,ECE,8,31,True,high
8.55,291,100,15,1104.0,1,1,1,CSE,6,55,True,high
6.54,146,70,39,1275.0,6,2,4,CSE,7,93,True,high
8.53,236,199,49,1482.0,1,2,3,CSE,8,6,True,high
8.31,329,121,46,1269.0,5,1,5,CSE,7,47,True,high
5.9,337,75,38,1216.0,7,0,1,ECE,7,87,True,high
7.05,191,163,26,1596.0,2,2,4,CIVIL,6,53,True,high
9.11,95,115,40,1079.0,2,3,0,IT,5,62,True,high
6.72,62,60,37,1128.0,4,1,4,MECH,6,72,True,high
7.29,244,167,49,1444.0,6,2,0,CSE,6,79,True,high
8.31,276,125,49,1612.0,6,2,0,CSE,8,1,True,high
8.66,296,154,24,1476.0,2,2,4,IT,6,34,True,high
7.52,109,0,25,1344.0,1,1,0,EEE,7,97,True,mid
7.14,96,161,13,1324.0,0,3,5,CSE,8,21,True,high
9.36,24,67,13,1653.0,2,2,2,CSE,6,82,True,high
9.71,110,87,13,1615.0,6,2,1,ECE,8,63,True,high
8.88,174,20,24,1412.0,6,0,4,EEE,8,58,True,high
7.89,38,160,35,1331.0,5,1,2,CIVIL,5,48,True,high
6.91,123,134,3,1409.0,5,1,0,CSE,5,51,True,high
6.89,116,192,46,1218.0,4,2,0,CSE,5,20,True,high
8.37,139,2,14,1362.0,7,0,1,ECE,7,11,True,high
8.26,93,50,31,1278.0,4,2,2,CSE,5,10,True,high
9.34,280,78,17,1375.0,1,2,2,ECE,7,53,True,high
8.52,253,94,13,1287.0,2,1,4,EEE,6,82,True,high
6.15,223,181,0,1531.0,2,0,0,CSE,8,69,True,mid
8.96,315,122,41,1605.0,4,2,3,EEE,8,13,True,high
6.7,175,186,19,1305.0,2,1,4,CSE,8,32,True,high
7.38,288,5,9,1197.0,1,2,4,EEE,6,76,True,mid
8.08,68,156,9,1578.0,0,2,4,EEE,6,25,True,high
10.0,99,16,23,1446.0,7,0,1,CSE,5,13,True,high
10.0,340,116,33,1308.0,5,0,1,EEE,6,87,True,high
8.47,203,59,27,1744.0,1,0,4,CSE,6,47,True,high
7.6,132,149,26,1259.0,2,2,5,CSE,8,64,True,high
8.39,145,151,39,902.0,1,3,3,CSE,8,45,True,high
8.78,148,124,0,1223.0,5,0,2,CSE,5,54,True,high
7.45,238,80,32,1805.0,3,3,2,MECH,7,93,True,high
9.77,283,84,3,1321.0,6,3,0,CSE,5,73,True,high
8.05,59,50,6,1271.0,5,3,2,EEE,5,73,True,high
8.35,127,177,8,1407.0,6,1,2,IT,8,91,True,high
8.53,211,138,15,1653.0,5,2,3,CSE,8,67,True,high
8.26,200,183,4,1379.0,3,0,2,CSE,5,77,True,high
8.72,332,70,33,1548.0,2,2,3,CSE,8,11,True,high
7.12,190,169,22,1353.0,2,2,1,CSE,8,53,True,high
7.19,87,38,42,1550.0,7,1,3,CSE,5,63,True,high
6.59,84,68,49,1445.0,0,1,1,EEE,6,46,True,mid
8.28,304,47,24,1301.0,5,1,3,CSE,7,36,True,high
8.66,290,124,12,1465.0,1,2,4,EEE,8,73,True,high
8.3,30,56,23,1264.0,0,3,5,CSE,6,40,False,none
9.64,180,20,10,1055.0,2,2,1,CSE,5,26,True,high
7.79,24,81,16,1395.0,2,1,1,CSE,7,41,True,high
8.54,220,98,36,1078.0,7,2,2,CSE,7,75,True,high
6.6,57,147,12,1549.0,7,1,1,CSE,7,85,True,high
7.37,95,14,26,1391.0,7,1,3,EEE,5,67,True,high
8.57,158,68,19,1756.0,4,0,4,EEE,8,28,True,high
8.73,197,178,32,1317.0,0,3,4,CSE,7,35,True,high
7.48,315,75,41,1395.0,2,1,2,EEE,8,56,True,high
7.72,160,61,31,1033.0,3,0,3,CSE,8,77,False,none
6.13,150,118,7,1124.0,6,3,3,CSE,8,11,True,high
7.41,78,36,28,980.0,4,1,0,MECH,8,44,True,mid
8.78,269,133,39,1669.0,1,3,1,IT,8,19,True,high
8.43,343,198,18,1285.0,6,3,2,MECH,7,44,True,high
8.35,18,25,5,1732.0,4,2,4,CSE,7,22,True,high
7.85,130,7,43,800.0,7,0,5,IT,7,61,True,high
7.81,110,3,38,1787.0,5,3,0,EEE,7,85,True,high
7.07,158,20,47,1383.0,5,2,3,ECE,5,33,True,high
8.57,155,158,40,1485.0,1,3,1,IT,6,20,True,high
8.26,252,148,20,1134.0,3,2,4,MECH,5,50,True,high
8.34,250,24,21,1532.0,1,1,0,EEE,6,8,True,mid
7.22,346,142,41,1307.0,0,1,3,MECH,5,73,True,high
5.5,52,162,9,1102.0,6,2,4,CSE,8,9,True,high
9.01,104,176,9,1098.0,1,1,4,EEE,6,51,True,high
7.27,235,42,28,1094.0,1,1,3,CSE,5,44,True,mid
6.85,15,168,15,1495.0,4,1,3,IT,7,51,True,high
8.56,223,36,0,1241.0,3,3,2,ECE,5,29,True,high
7.37,215,184,16,990.0,1,2,4,MECH,8,63,True,high
8.97,76,41,29,1492.0,0,0,3,ECE,6,96,True,high
8.48,109,174,25,857.0,4,0,5,MECH,6,1,True,mid
8.55,21,91,45,1732.0,3,2,5,CSE,8,48,True,high
6.3,246,60,18,1897.0,3,3,0,ECE,7,95,True,high
9.13,331,141,20,1072.0,2,1,1,MECH,8,44,True,high
8.09,267,67,16,1663.0,5,1,5,CSE,6,16,True,high
7.39,346,52,45,1487.0,6,3,2,CSE,6,27,True,high
7.96,144,83,39,1275.0,0,0,3,ECE,7,44,True,mid
5.85,231,33,20,1287.0,5,2,1,CSE,5,16,True,mid
8.25,165,75,40,1564.0,4,2,2,CSE,5,58,True,high
6.67,151,96,39,1390.0,4,3,4,CSE,6,13,True,high
6.31,167,151,44,800.0,0,1,1,CSE,8,9,False,none
6.13,335,147,48,1918.0,3,1,5,MECH,7,97,True,high
9.02,271,196,18,1508.0,7,1,2,IT,5,77,True,high
7.11,292,29,6,1387.0,1,2,3,EEE,6,80,True,high
9.49,347,87,16,1220.0,0,0,3,CSE,8,85,True,high
7.21,238,6,0,1353.0,4,2,2,MECH,5,17,True,high
5.92,289,35,36,1717.0,5,3,4,ECE,7,34,True,high
6.57,299,37,5,1465.0,6,2,5,MECH,7,47,True,high
9.16,177,51,25,1494.0,0,3,2,ECE,7,57,True,high
7.63,56,142,1,1088.0,3,2,0,CSE,6,17,True,high
7.2,212,173,31,1313.0,6,0,2,EEE,8,51,True,high
7.98,223,150,47,1413.0,6,3,2,ECE,6,29,True,high
8.35,255,139,4,1574.0,6,1,5,CIVIL,6,36,True,high
9.03,33,171,36,1296.0,2,1,3,EEE,6,39,True,high
9.39,330,142,30,1632.0,6,2,4,CSE,6,5,True,high
7.4,283,92,11,1114.0,2,2,2,EEE,5,78,True,high
6.34,53,106,34,1417.0,1,0,1,ECE,8,34,True,low
7.35,341,125,29,1376.0,1,0,3,CSE,5,25,True,high
8.09,322,48,47,1021.0,6,1,3,ECE,8,90,True,high
6.74,165,20,5,1388.0,3,2,2,CSE,6,29,True,high
6.75,208,14,14,1254.0,5,3,5,CSE,6,74,True,high
8.18,171,13,14,1753.0,1,0,1,CSE,5,23,True,mid
7.75,243,41,15,1297.0,2,3,2,CSE,7,54,True,high
7.84,172,14,19,1488.0,3,3,1,CSE,7,77,True,high
6.97,125,62,12,1092.0,6,0,3,MECH,8,86,True,high
7.55,102,195,43,1459.0,3,2,1,CSE,7,8,True,high
6.78,51,26,41,1296.0,3,3,2,ECE,6,61,True,high
8.78,293,92,45,1206.0,0,2,0,ECE,5,17,True,high
8.94,219,104,30,2108.0,5,3,0,CSE,8,50,True,high
5.77,215,52,33,1312.0,6,2,1,IT,8,18,True,mid
6.78,229,51,28,1347.0,5,2,5,EEE,6,68,True,high
6.15,289,62,2,1625.0,1,2,2,MECH,5,81,True,mid
7.08,145,180,8,1208.0,7,2,4,ECE,7,32,True,high
7.71,115,56,10,1501.0,5,0,0,EEE,7,37,True,mid
6.21,127,119,10,1528.0,4,3,3,IT,7,12,True,high
6.79,246,51,24,1461.0,2,2,2,CSE,6,48,True,high
6.7,318,106,21,1974.0,1,1,2,ECE,8,72,True,high
8.03,109,42,41,1199.0,6,3,0,ECE,5,89,True,high
7.88,270,134,45,1784.0,5,3,4,IT,6,52,True,high
7.01,314,116,8,1518.0,2,2,3,CSE,5,0,True,high
7.99,295,169,19,1627.0,6,3,4,EEE,5,11,True,high
7.2,337,3,20,1485.0,6,1,3,CSE,8,23,True,high
7.5,112,196,9,1870.0,1,1,0,IT,7,0,True,high
9.64,72,132,21,1320.0,4,1,2,ECE,8,67,True,high
9.27,184,79,28,1524.0,2,3,3,CIVIL,6,6,True,high
6.37,291,40,8,1726.0,7,3,2,CIVIL,8,91,True,high
8.71,302,131,4,1260.0,7,2,1,ECE,7,68,True,high
8.69,235,1,39,1650.0,7,3,1,EEE,5,38,True,high
6.54,16,194,10,1395.0,4,3,0,EEE,8,31,True,high
8.7,136,148,0,1091.0,2,2,0,ECE,5,48,True,high
9.49,101,197,41,1037.0,0,1,5,ECE,6,30,True,high
6.57,199,42,0,1377.0,6,2,0,CSE,6,78,True,high
6.79,62,81,38,1648.0,0,0,1,CSE,5,2,False,none
8.92,251,107,45,880.0,2,3,3,IT,5,46,True,high
8.1,141,196,4,1450.0,7,3,4,CSE,7,14,True,high
8.41,121,136,48,1623.0,2,0,0,MECH,6,50,True,high
8.17,16,155,21,1081.0,4,0,4,CSE,6,81,True,high
8.23,239,25,25,1242.0,6,0,4,ECE,7,84,True,high
6.34,165,81,5,1543.0,5,2,1,CSE,6,73,True,high
8.95,206,82,31,1612.0,6,1,5,ECE,7,20,True,high
9.09,332,130,47,1801.0,3,2,3,CSE,8,89,True,high
7.55,232,72,10,1253.0,2,0,1,EEE,5,40,True,mid
7.75,259,99,9,1196.0,1,2,0,ECE,7,2,False,none
6.12,92,48,46,1813.0,1,3,1,MECH,6,0,True,high
8.37,249,144,38,1211.0,1,2,1,ECE,7,20,True,high
8.43,332,62,33,1527.0,0,0,1,IT,6,74,True,high
7.73,272,54,30,1946.0,5,3,0,MECH,6,79,True,high
9.04,198,150,11,1588.0,4,1,0,CSE,5,98,True,high
7.43,299,33,43,1596.0,5,2,1,CSE,7,20,True,high
8.42,67,104,15,1720.0,0,2,1,CSE,5,74,True,high
6.68,18,104,37,1531.0,5,0,4,CSE,5,94,True,high
7.77,313,68,2,1597.0,5,1,3,ECE,8,48,True,high
7.61,124,14,1,1314.0,6,3,4,IT,6,64,True,high
8.05,219,174,4,1690.0,1,0,5,ECE,7,40,True,high
7.39,50,2,10,1503.0,2,0,3,MECH,6,95,True,mid
7.66,313,155,24,1030.0,1,2,5,CSE,8,66,True,high
8.71,182,2,34,1461.0,5,1,3,CSE,6,95,True,high
7.32,243,101,34,858.0,2,0,1,MECH,6,41,True,mid
6.03,290,3,21,1578.0,6,2,4,CSE,7,68,True,high
9.72,87,87,36,1342.0,4,3,3,CIVIL,8,56,True,high
9.32,117,158,21,1876.0,3,0,5,CSE,8,42,True,high
6.38,290,44,10,1522.0,2,3,3,CIVIL,6,11,True,high
8.56,48,186,31,1631.0,0,3,0,MECH,8,77,True,high
7.25,128,44,34,1138.0,1,2,3,EEE,7,63,True,mid
8.09,344,74,30,1571.0,6,1,1,CIVIL,8,50,True,high
8.12,345,164,44,1240.0,6,3,2,CSE,8,72,True,high
7.54,36,192,7,1673.0,1,0,0,CSE,7,59,True,mid
6.94,113,8,19,1120.0,5,1,2,CSE,7,70,True,mid
7.04,83,144,41,1427.0,5,1,1,CSE,7,79,True,high
6.79,200,117,33,1111.0,5,2,2,ECE,7,27,True,high
6.88,333,64,3,1431.0,7,0,3,CIVIL,5,70,True,high
7.73,156,130,17,1906.0,6,0,2,CSE,5,13,True,high
7.01,264,25,3,1580.0,5,2,4,IT,5,31,True,high
8.55,293,180,19,1392.0,1,2,1,IT,8,7,True,high
9.44,222,158,8,800.0,7,1,4,EEE,5,26,True,high
7.16,132,25,15,1266.0,2,3,2,IT,5,49,True,high
8.06,215,22,25,1519.0,4,3,4,MECH,6,58,True,high
8.35,249,29,37,1272.0,2,3,0,ECE,7,56,True,high
8.32,348,9,24,1757.0,0,3,2,EEE,8,2,True,high
7.88,295,71,3,1418.0,7,0,5,EEE,7,26,True,high
8.62,31,63,40,1670.0,1,0,4,CSE,6,93,True,high
8.33,268,149,44,1451.0,7,2,3,CSE,8,33,True,high
6.44,114,142,40,1331.0,2,2,2,ECE,5,25,True,high
8.76,267,122,37,1282.0,1,3,5,CSE,8,39,True,high
8.78,213,104,18,1147.0,6,2,0,IT,5,85,True,high
6.96,319,183,13,1674.0,0,0,3,ECE,7,31,True,high
7.84,271,73,20,1293.0,6,3,2,CSE,5,40,True,high
8.55,116,147,14,1531.0,3,3,3,CSE,8,1,True,high
7.57,260,104,2,1269.0,3,0,2,ECE,5,71,True,high
8.98,230,46,36,1129.0,3,1,2,CSE,5,6,True,high
10.0,231,86,49,1539.0,1,3,1,CSE,8,18,True,high
6.94,267,52,45,1213.0,2,2,4,IT,5,32,True,high
6.28,210,180,15,1300.0,1,1,2,CSE,7,1,True,high
8.13,267,128,13,1088.0,6,0,0,EEE,7,66,True,high
8.59,234,1,8,1277.0,4,1,5,CSE,7,91,True,high
7.55,211,57,46,1406.0,6,1,4,IT,6,77,True,high
9.4,235,146,6,1328.0,2,3,1,ECE,8,14,True,high
6.33,245,189,13,1605.0,6,1,4,EEE,8,20,True,high
8.56,192,71,5,1436.0,6,2,4,MECH,6,77,True,high
7.13,209,139,20,2172.0,0,3,2,EEE,6,58,True,high
9.69,255,153,14,1506.0,5,0,0,CSE,6,81,True,high
9.99,120,26,7,966.0,3,2,2,ECE,6,38,True,high
6.96,15,28,33,1347.0,2,3,0,CSE,7,19,True,mid
7.2,245,14,39,1368.0,7,1,0,ECE,8,0,True,high
8.75,136,173,0,1247.0,7,2,3,ECE,7,72,True,high
7.37,113,128,31,1418.0,7,3,2,MECH,7,8,True,high
7.75,246,59,48,1239.0,7,3,1,CSE,6,50,True,high
7.83,164,106,4,1483.0,2,0,5,CSE,6,37,True,high
5.69,266,184,29,923.0,3,3,4,IT,7,92,True,high
7.78,244,2,21,1686.0,6,0,3,IT,7,14,True,high
7.04,298,114,19,1005.0,0,1,1,IT,7,83,True,low
7.26,49,145,15,1334.0,1,3,5,ECE,5,40,True,high
9.39,297,51,6,1217.0,1,3,5,CSE,7,93,True,high
6.42,206,59,6,1476.0,6,1,2,CIVIL,6,46,True,mid
8.69,282,33,49,1354.0,6,3,0,CSE,5,25,True,high
7.49,273,95,49,1463.0,5,3,2,CSE,7,53,True,high
7.49,66,88,1,1678.0,7,2,5,CSE,6,69,True,high
8.67,307,59,46,1592.0,2,0,2,EEE,8,38,True,mid
8.17,107,153,13,1409.0,3,3,3,CSE,6,16,True,high
8.43,146,199,30,1515.0,6,3,1,MECH,7,69,True,high
8.87,96,18,49,1890.0,6,0,5,CSE,8,91,True,high
7.44,251,110,40,1601.0,4,2,3,CSE,6,8,True,high
7.13,208,21,13,1327.0,0,0,1,ECE,8,90,True,low
6.61,319,160,4,1719.0,1,3,3,CSE,7,98,True,high
6.89,93,165,10,1498.0,0,1,4,IT,8,45,True,mid
10.0,251,127,39,1159.0,0,1,0,IT,6,5,True,high
9.17,290,34,4,1355.0,5,2,0,CSE,5,67,True,high
6.31,332,106,28,1032.0,7,2,0,IT,6,15,True,high
6.35,261,127,10,829.0,0,3,4,EEE,7,86,True,high
8.33,199,194,4,1163.0,3,2,5,ECE,6,86,True,high
8.4,161,82,48,1431.0,5,3,5,EEE,6,28,True,high
8.4,311,137,31,1431.0,6,1,4,IT,5,40,True,high
7.52,287,142,35,1047.0,3,2,0,CSE,6,67,True,high
7.66,148,138,14,805.0,5,3,0,CSE,7,61,True,high
8.16,185,110,18,1768.0,3,0,1,ECE,5,39,True,high
7.89,17,89,21,1424.0,5,2,1,CSE,6,61,True,high
5.5,304,23,33,1789.0,5,3,2,CSE,5,23,True,high
7.55,244,76,16,1775.0,2,3,3,EEE,7,5,True,high
6.86,172,100,11,1584.0,3,0,1,MECH,8,39,True,mid
7.99,58,131,24,1415.0,2,1,1,CSE,7,69,True,high
10.0,311,12,16,1301.0,6,0,1,CSE,5,57,True,high
8.2,47,184,9,1580.0,7,3,1,MECH,6,13,True,high
7.46,145,97,27,1360.0,7,0,4,CSE,6,77,True,high
8.81,319,119,17,1253.0,5,0,2,MECH,7,44,True,high
8.33,228,36,17,876.0,7,3,1,IT,6,98,True,high
